"157","96","174","1992-10-25 16:18:45"
"158","54","610","1992-01-08 08:58:35"
"159","33","1441","2023-10-29 13:02:20"
"160","68","1005","1970-04-26 22:34:40"
"161","98","1859","1970-06-04 13:20:48"
"162","45","1162","1975-07-24 08:19:15"
"163","75","212","2014-04-17 00:48:25"
"164","4","270","2013-03-15 06:05:19"
"165","21","637","1984-03-03 10:34:53"
"166","33","208","1990-02-16 19:17:31"
"167","92","669","2021-04-07 15:29:13"
"168","31","1001","1976-12-01 19:25:43"
"169","14","483","1977-11-09 22:23:40"
"170","47","399","1988-12-10 16:55:19"
"171","49","1342","1971-11-26 15:55:09"
"172","8","1395","1975-06-30 20:21:07"
"173","18","775","1973-08-20 17:21:29"
"174","57","1622","1972-09-09 15:26:09"
"175","2","1369","2023-12-25 14:55:12"
"176","13","1760","2020-12-07 12:29:39"
"177","45","637","1971-06-04 06:39:01"
"178","44","444","1974-12-31 16:20:17"
"179","51","952","1993-01-13 10:50:03"
"180","16","227","1997-04-16 19:56:31"
"181","76","1630","1986-03-05 08:06:58"
"182","2","1209","1975-07-14 01:20:10"
"183","33","1907","1970-09-26 11:19:31"
"184","15","1409","2022-03-20 17:59:06"
"185","45","808","1979-09-20 22:26:13"
"186","83","1438","2016-12-13 19:58:46"
"187","33","275","2010-01-18 01:03:31"
"188","51","684","2000-04-15 02:00:31"
"189","58","1495","1999-04-02 17:33:56"
"190","33","82","2000-10-15 00:35:13"
"191","44","119","1989-12-21 05:56:27"
"192","58","929","1977-03-02 18:40:07"
"193","70","1925","1972-11-01 14:44:26"
"194","14","1041","1993-11-03 15:25:35"
"195","81","1736","2007-12-22 20:08:20"
"196","45","600","2019-11-10 00:21:48"
"197","71","831","2006-02-22 11:48:53"
"198","48","608","1996-05-06 23:47:01"
"199","81","1754","2011-01-05 05:02:03"
"200","30","1002","2002-08-13 03:05:54"
"201","92","1794","1974-07-16 23:29:21"
"202","30","1194","2001-12-23 18:05:50"
"203","2","1597","2012-08-03 10:55:09"
"204","54","744","2017-03-10 16:28:59"
"205","36","696","2017-12-15 15:37:58"
"206","87","276","2013-09-02 18:06:21"
"207","82","459","1988-12-09 08:52:33"
"208","91","684","2020-12-06 20:11:26"
"209","97","350","1972-01-22 01:27:52"
"210","32","1254","1970-11-14 03:14:47"
"211","50","1355","2005-01-26 09:40:48"
"212","55","768","1974-03-21 15:42:26"
"213","36","738","2003-11-05 11:18:07"
"214","36","1117","1977-06-26 01:19:39"
"215","19","1036","1973-01-24 06:44:03"
"216","99","424","1976-07-23 11:39:47"
"217","58","1165","1971-02-23 06:09:21"
"218","85","1309","2021-08-21 03:21:24"
"219","87","460","2015-12-09 09:22:35"
"220","78","779","1992-09-06 12:45:22"
"221","74","1073","1978-07-06 01:22:30"
"222","97","584","2022-07-10 00:12:35"
"223","79","810","2008-10-23 07:43:59"
"224","21","1462","1973-06-06 16:42:50"
"225","44","1588","2016-08-28 04:52:58"
"226","97","1761","2012-09-30 07:30:02"
"227","92","1876","1994-03-02 05:04:13"
"228","35","1088","1980-05-24 05:59:55"
"229","90","339","1985-04-29 03:34:36"
"230","31","316","1971-08-24 01:37:32"
"231","76","455","1989-10-08 21:29:48"
"232","31","661","2003-07-27 17:42:45"
"233","95","1410","2018-07-08 11:47:04"
"234","94","158","1977-02-02 15:10:25"
"235","46","1377","2006-09-25 03:05:19"
"236","52","1226","1974-09-24 19:12:24"
"237","87","1278","2011-11-09 07:08:07"
"238","94","1910","2014-03-02 10:33:07"
"239","77","562","1973-11-27 04:07:23"
"240","83","1140","1987-07-13 08:31:57"
"241","77","178","2018-11-16 16:52:36"
"242","17","914","1973-09-12 13:05:28"
"243","24","1268","2006-03-25 14:49:01"
"244","66","1532","2012-06-19 23:52:52"
"245","62","1868","2021-09-25 05:22:51"
"246","13","1127","1987-11-13 03:01:14"
"247","1","1579","2024-06-12 22:39:15"
"248","60","1364","1990-05-17 18:29:54"
"249","32","1828","1984-09-18 13:51:57"
"250","66","1333","2009-03-09 04:22:22"
"251","53","1228","2002-02-15 19:35:02"
"252","53","1893","2009-06-04 14:30:30"
"253","93","355","2006-07-27 09:44:41"
"254","27","212","1978-01-14 02:33:40"
"255","65","585","1992-11-15 03:41:15"
"256","49","1466","1990-07-28 23:59:36"
"257","65","908","2000-12-18 02:09:17"
"258","19","1484","2013-10-15 13:45:36"
"259","4","1216","2016-04-02 14:44:31"
"260","22","1094","2020-12-11 17:48:15"
"261","46","1937","2003-09-25 02:33:12"
"262","25","24","2000-09-15 06:27:13"
"263","6","764","2019-01-27 22:22:50"
"264","40","1885","2024-12-30 23:34:33"
"265","95","1165","2009-12-08 21:22:18"
"266","17","78","2002-03-27 10:08:48"
"267","14","1503","1999-04-14 22:24:47"
"268","28","1831","2004-05-03 19:27:09"
"269","60","842","1981-01-31 04:34:42"
"270","69","1064","1988-06-30 05:51:22"
"271","95","210","1972-10-02 15:09:11"
"272","57","959","2022-10-13 13:26:03"
"273","83","1471","2019-08-22 21:25:23"
"274","53","582","2018-07-13 17:50:07"
"275","37","1512","1980-02-15 14:19:08"
"276","18","818","1976-07-06 13:10:54"
"277","70","450","2009-11-14 08:38:51"
"278","81","2","2014-06-21 06:09:46"
"279","3","1142","1978-11-15 04:13:28"
"280","63","694","1990-12-22 16:00:14"
"281","3","1118","2022-07-08 09:52:31"
"282","60","1430","1980-11-29 20:42:32"
"283","22","1053","2012-10-04 00:50:05"
"284","13","225","2005-10-06 22:33:53"
"285","38","1227","1999-01-23 00:06:29"
"286","99","1816","1998-05-10 21:25:30"
"287","39","406","1975-01-25 05:10:49"
"288","95","1254","2008-08-15 17:01:38"
"289","26","520","2003-12-29 04:39:17"
"290","2","349","1981-03-28 11:55:18"
"291","9","1086","2003-04-24 11:02:02"
"292","80","1405","1988-10-20 22:04:14"
"293","63","427","2014-04-10 01:44:54"
"294","24","1472","2009-08-02 00:08:15"
"295","87","606","1971-11-19 11:26:51"
"296","51","1618","1985-12-14 20:49:37"
"297","82","272","2019-02-02 05:56:14"
"298","22","221","2014-06-11 20:02:42"
"299","64","306","2012-09-24 19:38:16"
"300","5","744","2016-05-18 14:49:07"
"301","81","423","1988-03-24 18:42:05"
"302","12","1357","1997-02-02 10:38:10"
"303","3","838","1991-05-09 21:17:11"
"304","13","1405","1992-05-23 12:09:48"
"305","56","1487","2017-09-30 07:02:42"
"306","96","1893","1997-07-06 21:00:04"
"307","82","1227","2018-01-15 15:07:57"
"308","9","1357","1991-11-10 07:58:53"
"309","11","726","1992-04-10 11:11:03"
"310","83","1840","1990-10-08 14:00:58"
"311","40","990","1987-03-15 19:59:07"
"312","5","808","2010-10-25 04:48:44"
"313","11","1362","1998-05-19 18:20:19"
"314","76","1271","1997-10-12 17:37:26"
"315","67","703","2003-12-01 16:47:55"
"316","77","1430","1990-12-08 02:14:03"
"317","23","1681","2017-12-30 03:57:38"
"318","76","515","2006-12-01 23:42:05"
"319","54","444","1981-06-13 08:11:01"
"320","97","985","2017-07-30 19:56:37"
"321","49","401","1988-10-19 18:47:51"
"322","41","1551","2024-01-03 02:46:18"
"323","17","391","1978-12-04 09:41:55"
"324","7","1891","1976-12-03 01:01:39"
"325","64","158","2005-05-30 00:00:53"
"326","97","1760","1993-10-18 21:48:31"
"327","88","1464","1984-03-20 02:08:38"
"328","72","956","1984-05-14 20:02:49"
"329","84","1163","2003-01-08 14:38:20"
"330","52","548","1972-04-20 02:38:07"
"331","89","713","2016-01-05 12:16:27"
"332","29","547","2008-09-15 15:57:55"
"333","28","1152","1975-03-30 12:12:35"
"334","64","1695","1996-03-26 05:41:42"
"335","64","1323","2024-05-26 00:50:16"
"336","32","1380","1977-06-09 02:42:23"
"337","24","1113","1994-01-14 21:02:00"
"338","10","355","1982-02-01 19:23:41"
"339","49","1840","2021-06-01 22:55:02"
"340","13","1245","2007-09-10 16:49:04"
"341","52","1887","2000-12-07 01:02:04"
"342","18","1830","1970-03-05 22:45:41"
"343","22","134","2023-10-25 16:02:16"
"344","54","464","2002-06-06 12:40:19"
"345","11","574","1994-12-27 00:48:40"
"346","5","1861","2012-08-26 22:59:10"
"347","13","1588","1985-10-05 06:55:25"
"348","13","443","1991-04-23 03:31:48"
"349","32","1862","1979-06-30 11:18:06"
"350","97","1520","2002-08-31 23:34:02"
"351","79","89","1974-06-30 00:33:35"
"352","16","276","1996-09-29 18:50:46"
"353","7","1270","2009-04-25 00:00:39"
"354","80","356","2015-12-14 09:05:02"
"355","83","1826","2003-02-21 23:47:10"
"356","58","1907","2015-08-06 08:03:08"
"357","83","1536","1979-07-15 10:58:37"
"358","60","1554","1990-10-15 09:32:24"
"359","27","969","2011-06-17 22:21:27"
"360","8","1336","1981-10-30 21:02:27"
"361","29","944","1973-07-06 20:26:47"
"362","70","592","2014-07-01 11:30:20"
"363","19","1840","1984-05-19 20:30:17"
"364","86","458","1987-06-03 04:39:15"
"365","31","880","1975-09-29 09:57:07"
"366","93","1960","1980-09-20 13:53:22"
"367","95","281","1987-11-22 11:52:55"
"368","23","1859","2008-07-10 07:21:40"
"369","47","1134","2016-10-25 06:11:04"
"370","97","402","1989-07-03 23:52:56"
"371","70","1599","2001-04-29 06:35:13"
"372","38","1595","2011-09-28 17:19:32"
"373","80","1729","2021-04-10 00:18:59"
"374","38","672","2004-07-27 22:59:57"
"375","50","192","1992-06-04 19:31:38"
"376","77","1466","1996-02-11 06:09:08"
"377","29","1588","2022-02-10 08:44:00"
"378","84","1572","1980-05-17 21:40:53"
"379","15","1170","2009-12-02 13:53:41"
"380","62","1093","2008-10-15 08:42:26"
"381","41","1783","2013-11-13 00:05:38"
"382","86","1270","1977-08-29 02:45:14"
"383","20","1738","1982-04-18 02:54:55"
"384","31","1726","2010-08-07 07:52:13"
"385","98","184","2023-02-04 16:17:28"
"386","28","744","1982-05-22 03:55:39"
"387","68","180","2010-10-07 00:27:54"
"388","44","1981","1987-04-05 23:24:46"
"389","42","1968","1993-04-23 02:44:30"
"390","5","391","1975-04-15 15:48:07"
"391","58","12","1971-12-21 17:07:56"
"392","32","1240","1993-01-09 03:27:11"
"393","10","349","1973-01-04 12:34:53"
"394","52","1216","2014-07-10 05:36:55"
"395","61","369","2008-06-07 20:35:00"
"396","29","1616","1973-07-31 08:27:18"
"397","62","439","1995-05-30 05:28:51"
"398","28","1857","2017-08-31 18:57:41"
"399","53","540","1970-12-23 17:56:11"
"400","98","516","1980-02-20 05:25:57"
"401","64","339","2024-05-31 09:32:56"
"402","10","9","2008-04-30 13:03:48"
"403","38","401","2009-03-28 02:33:30"
"404","32","1436","1987-10-16 08:19:01"
"405","42","810","2013-01-02 03:06:31"
"406","83","844","1991-05-11 02:41:44"
"407","78","594","1988-05-20 22:39:32"
"408","66","1893","2011-12-11 13:15:59"
"409","55","676","1996-03-24 09:00:05"
"410","5","349","1974-11-28 14:14:54"
"411","5","180","2020-07-12 06:37:57"
"412","39","391","1986-01-28 23:33:53"
"413","98","537","2020-11-08 21:29:48"
"414","8","9","1996-11-27 04:23:04"
"415","89","166","2011-04-27 07:13:23"
"416","24","1938","1980-06-08 18:57:47"
"417","73","612","2015-06-08 13:03:18"
"418","75","1905","1992-01-27 23:44:22"
"419","35","689","2021-11-15 11:42:34"
"420","38","503","1974-03-12 01:51:13"
"421","33","1165","1973-05-10 23:46:16"
"422","9","580","2009-07-04 09:16:52"
"423","12","479","2005-12-03 01:09:09"
"424","34","1265","1975-08-23 15:49:45"
"425","23","1650","1992-06-26 07:45:56"
"426","62","713","1988-05-06 16:35:20"
"427","35","1416","1997-06-14 04:54:01"
"428","57","216","1998-07-23 17:06:12"
"429","64","1004","1982-03-18 16:39:35"
"430","14","1208","2018-04-01 08:26:44"
"431","95","775","1971-04-10 13:28:11"
"432","32","156","1980-03-21 15:18:23"
"433","56","451","1989-02-07 20:55:05"
"434","31","69","2000-11-20 20:31:59"
"435","34","1930","1982-11-16 08:27:24"
"436","13","914","2004-02-01 13:56:48"
"437","40","1093","1999-11-02 03:36:24"
"438","23","867","2003-04-03 19:44:12"
"439","98","262","1989-01-18 02:06:02"
"440","73","918","2015-05-27 11:19:17"
"441","87","386","2001-05-25 22:37:15"
"442","50","1643","2014-04-21 19:23:44"
"443","90","1552","2010-07-18 06:34:17"
"444","49","666","1985-05-26 11:34:29"
"445","16","1380","1988-03-23 07:19:50"
"446","81","978","2023-11-27 13:11:01"
"447","89","1734","1977-09-16 05:42:17"
"448","60","274","2012-07-09 01:45:10"
"449","80","1775","2003-12-24 07:03:36"
"450","79","32","2014-10-09 12:20:44"
"451","74","666","2023-06-01 22:58:46"
"452","66","1672","1972-07-07 08:42:53"
"453","45","1818","1979-12-17 00:07:36"
"454","23","1310","1979-04-29 10:30:12"
"455","1","220","2007-09-18 18:28:50"
"456","98","803","1988-03-08 22:46:48"
"457","23","649","1970-09-29 21:28:49"
"458","83","99","2017-08-02 12:09:15"
"459","20","759","2000-10-04 13:40:54"
"460","85","562","1972-03-03 19:35:02"
"461","6","1620","1976-09-27 14:08:37"
"462","89","1079","2012-07-24 03:15:50"
"463","34","129","1997-06-25 17:58:53"
"464","90","425","1994-12-28 17:39:41"
"465","33","136","2017-08-02 07:23:00"
"466","59","1364","1980-12-20 10:00:32"
"467","93","351","1985-11-05 19:53:14"
"468","56","1968","1982-07-02 21:37:09"
"469","41","1467","1974-06-01 23:05:43"
"470","57","726","1981-11-05 01:21:03"
"471","50","673","1985-11-09 13:48:50"
"472","58","425","2020-02-20 21:51:39"
"473","10","1145","1972-11-22 21:23:27"
"474","98","463","1977-10-05 03:08:30"
"475","63","974","2023-02-17 07:19:29"
"476","29","299","2024-07-24 09:16:48"
"477","70","630","2004-12-18 12:07:31"
"478","87","1085","2008-05-11 20:17:05"
"479","22","1292","1982-04-06 13:20:07"
"480","96","1278","1986-03-30 14:19:48"
"481","38","1369","1990-11-25 22:27:56"
"482","4","764","2006-02-25 07:57:46"
"483","94","479","1979-04-04 14:30:45"
"484","1","286","1978-09-15 04:39:45"
"485","75","129","1989-10-17 21:23:17"
"486","87","1183","1994-06-08 20:12:23"
"487","54","1098","2025-01-22 14:03:05"
"488","46","1928","2015-01-16 01:16:48"
"489","50","1885","2021-10-14 15:52:31"
"490","47","459","2001-06-15 18:58:08"
"491","46","658","1979-12-11 21:50:23"
"492","6","793","2003-10-03 06:49:23"
"493","72","383","1970-11-21 10:41:18"
"494","85","416","2024-04-22 00:16:37"
"495","67","1073","1976-08-03 23:57:21"
"496","69","1410","1980-12-13 21:52:04"
"497","48","1823","2000-05-08 06:12:50"
"498","41","1541","2018-01-18 17:58:56"
"499","8","1741","1976-05-04 16:31:53"
"500","8","1487","2009-03-21 12:52:38"
"501","90","1170","1989-07-14 08:31:15"
"502","60","349","1976-11-20 03:47:05"
"503","36","1290","1973-12-09 03:52:47"
"504","66","1382","2011-11-27 15:15:48"
"505","16","1996","2011-06-22 07:07:38"
"506","95","257","1970-03-06 04:04:16"
"507","32","254","1992-05-23 00:52:14"
"508","87","1846","2015-12-07 03:40:11"
"509","11","1402","1980-06-25 04:09:36"
"510","45","1293","2013-09-09 03:27:37"
"511","96","402","1997-05-14 20:09:14"
"512","53","1959","2012-01-14 14:08:03"
"513","13","1718","1977-12-10 05:05:52"
"514","99","1650","2019-02-06 22:36:05"
"515","90","1667","1976-03-18 12:06:01"
"516","7","391","2018-08-10 23:44:48"
"517","16","926","2018-12-28 11:41:09"
"518","90","608","2019-05-14 06:23:07"
"519","60","1472","1980-11-17 13:01:37"
"520","93","899","1981-12-02 02:11:49"
"521","37","439","1998-05-03 00:00:31"
"522","23","134","1998-02-13 09:05:36"
"523","94","689","1981-05-26 02:07:25"
"524","54","1838","2019-01-22 07:11:09"
"525","5","1656","2002-01-26 19:47:48"
"526","15","195","2024-06-26 07:20:53"
"527","24","777","2011-05-03 00:21:20"
"528","48","1914","1999-01-13 08:51:35"
"529","3","1875","2011-02-04 17:02:32"
"530","21","355","2001-03-24 14:15:09"
"531","51","1753","1977-08-19 02:22:00"
"532","9","1229","1989-09-03 19:50:29"
"533","33","1250","1989-09-16 01:52:41"
"534","44","382","1998-10-15 06:38:33"
"535","38","1245","1972-06-13 02:41:21"
"536","37","738","2014-03-04 14:51:36"
"537","45","482","2010-08-02 16:14:15"
"538","10","786","1999-08-21 14:49:23"
"539","95","1117","2015-06-16 01:36:00"
"540","86","1872","2013-11-01 22:17:52"
"541","45","401","1980-04-17 05:15:40"
"542","10","1393","1984-09-03 00:18:08"
"543","15","1042","2002-01-18 09:47:44"
"544","18","1049","1985-12-07 05:09:48"
"545","40","1355","1979-09-19 11:56:38"
"546","74","1141","2005-07-30 16:51:34"
"547","56","1382","1991-04-01 23:15:56"
"548","7","849","2004-06-15 22:09:33"
"549","57","1962","1997-01-16 12:51:07"
"550","83","612","1975-03-04 09:24:19"
"551","24","376","2004-06-22 11:33:08"
"552","50","1007","1979-10-16 19:10:22"
"553","84","1765","1978-08-03 19:25:15"
"554","80","1635","2004-07-24 01:02:43"
"555","83","1808","2009-08-20 14:15:30"
"556","75","1532","2015-05-24 22:15:08"
"557","5","1835","2015-01-28 18:09:28"
"558","21","1544","2016-08-13 13:55:23"
"559","72","86","2003-08-15 19:05:24"
"560","15","1404","1994-07-26 14:27:50"
"561","10","492","2021-10-28 04:27:51"
"562","46","1363","2013-12-12 06:12:20"
"563","16","1352","1975-08-07 00:04:06"
"564","62","1363","2011-02-03 11:38:38"
"565","53","1662","1973-05-15 06:07:17"
"566","90","1873","2006-09-04 10:14:29"
"567","46","1995","1982-08-19 08:10:19"
"568","16","829","2008-08-07 03:20:21"
"569","9","1580","2016-09-26 22:42:28"
"570","66","915","1988-02-16 18:15:26"
"571","13","757","1975-01-14 12:11:00"
"572","19","850","2003-12-21 09:11:42"
"573","39","1828","2021-03-06 18:48:27"
"574","22","634","1976-11-14 02:52:25"
"575","50","1472","1972-06-05 13:08:29"
"576","62","1892","1998-05-30 09:31:14"
"577","28","1868","2019-03-18 15:23:49"
"578","48","580","2008-02-06 21:09:26"
"579","16","1965","1972-08-28 15:56:09"
"580","49","585","1979-03-19 12:19:32"
"581","38","1930","1992-09-22 01:08:49"
"582","75","1386","1998-08-25 05:38:34"
"583","97","1117","2001-04-08 05:58:51"
"584","44","1511","2004-02-11 03:01:18"
"585","58","1209","1994-06-06 01:53:18"
"586","22","717","1979-09-04 08:13:21"
"587","52","166","1982-10-06 14:25:10"
"588","35","78","2016-08-24 21:14:04"
"589","73","362","2022-02-28 08:24:53"
"590","34","272","2025-01-10 17:59:25"
"591","52","1775","1983-11-02 02:51:16"
"592","82","1141","1981-10-05 17:51:45"
"593","76","901","1992-03-06 01:34:31"
"594","12","451","1988-03-17 11:57:35"
"595","15","1258","1987-02-26 06:31:15"
"596","64","450","2017-02-09 17:54:50"
"597","24","1429","1970-10-31 03:54:15"
"598","4","425","2018-12-26 22:42:46"
"599","53","589","2012-12-05 09:04:18"
"600","23","558","2008-05-12 17:38:54"
"601","19","926","2016-02-02 03:05:53"
"602","83","750","1983-08-21 16:27:58"
"603","83","757","2024-07-10 03:27:35"
"604","49","565","2004-02-11 13:20:25"
"605","42","1416","2024-02-06 16:57:18"
"606","48","464","1996-12-29 06:09:21"
"607","31","1306","1978-11-16 00:54:36"
"608","59","1774","1989-12-20 05:18:47"
"609","64","1170","2021-12-14 19:12:50"
"610","25","1718","1993-01-13 11:40:48"
"611","28","1876","1987-10-02 18:34:23"
"612","28","735","2001-03-28 02:42:53"
"613","76","707","2009-11-14 10:13:43"
"614","78","834","1973-02-21 20:34:57"
"615","33","1823","1992-11-03 00:52:20"
"616","57","1326","2005-10-10 16:43:05"
"617","8","915","1989-12-29 22:34:34"
"618","71","1049","2010-08-01 14:51:41"
"619","96","752","1993-11-21 07:55:28"
"620","96","1809","1980-11-24 05:59:03"
"621","74","1259","2009-02-12 13:01:04"
"622","56","637","2011-11-05 13:22:13"
"623","14","1973","1971-12-21 10:08:28"
"624","43","567","2018-05-21 05:17:17"
"625","50","1125","1986-05-22 22:22:08"
"626","60","457","1986-06-13 15:56:58"
"627","49","1324","2006-10-02 00:43:58"
"628","32","1071","1996-06-21 10:59:05"
"629","27","1893","2017-11-10 00:32:25"
"630","69","1448","1977-05-06 05:58:36"
"631","54","497","1987-04-25 11:33:13"
"632","3","609","1997-07-29 01:04:48"
"633","52","707","1976-11-05 18:16:06"
"634","67","825","2007-01-20 01:53:05"
"635","41","1127","1992-10-12 08:43:23"
"636","73","1007","2015-10-14 12:48:36"
"637","43","1011","1983-04-26 22:42:29"
"638","23","1564","2012-04-28 20:15:45"
"639","1","1181","2024-03-16 22:25:16"
"640","60","853","1988-12-19 05:25:04"
"641","38","150","1976-10-12 17:49:09"
"642","26","1227","1987-10-02 20:57:02"
"643","33","769","2007-08-24 01:30:12"
"644","6","1528","2016-03-14 20:42:45"
"645","38","1960","1971-04-19 15:21:58"
"646","6","1130","1995-04-11 09:01:20"
"647","51","414","2002-10-04 17:44:58"
"648","23","350","1995-01-03 00:10:08"
"649","84","1130","1975-01-31 15:22:17"
